StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Avg_Price
22151,PLACE SETTING WHITE HEART,27085,10910.31,645,0.4
47599A,PINK PARTY BAGS,5878,10841.48,325,1.84
22301,COFFEE MUG CAT + BIRD DESIGN,4733,10831.29,466,2.29
22631,CIRCUS PARADE LUNCH BOX ,5871,10791.83,468,1.84
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,5681,10779.640000000001,426,1.9
21671,RED SPOT CERAMIC DRAWER KNOB,8931,10762.47,568,1.21
84988,SET OF 72 PINK HEART PAPER DOILIES,7595,10729.4,618,1.41
35400,WOODEN BOX ADVENT CALENDAR ,1239,10710.1,331,8.64
47591D,PINK FAIRY CAKE CHILDRENS APRON,5839,10704.21,682,1.83
22667,RECIPE BOX RETROSPOT ,3841,10702.150000000001,645,2.79
21260,FIRST AID TIN,3370,10675.6,442,3.17
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2749,10667.05,363,3.88
22950,36 DOILIES VINTAGE CHRISTMAS,7744,10590.4,299,1.37
22649,STRAWBERRY FAIRY CAKE TEAPOT,2203,10577.95,410,4.8
21937,STRAWBERRY   PICNIC BAG,3801,10572.95,499,2.78
22616,PACK OF 12 LONDON TISSUES ,37084,10519.359999999999,633,0.28
22417,PACK OF 60 SPACEBOY CAKE CASES,20867,10465.49,911,0.5
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2258,10432.08,286,4.62
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,7488,10423.199999999999,449,1.39
21844,RED RETROSPOT MUG,3787,10415.650000000001,297,2.75
22988,SOLDIERS EGG CUP ,9033,10415.22,349,1.15
21172,PARTY METAL SIGN ,7444,10392.72,804,1.4
22637,PIGGY BANK RETROSPOT ,4278,10377.02,496,2.43
21868,POTTING SHED TEA MUG,8770,10353.86,719,1.18
48185,DOOR MAT FAIRY CAKE,1640,10347.72,316,6.31
23209,LUNCH BAG VINTAGE DOILY ,6438,10347.66,538,1.61
21326,AGED GLASS SILVER T-LIGHT HOLDER,17004,10338.6,532,0.61
22580,ADVENT CALENDAR GINGHAM SACK,1785,10338.230000000001,388,5.79
23209,LUNCH BAG DOILEY PATTERN ,6477,10323.05,464,1.59
22109,FULL ENGLISH BREAKFAST PLATE,2872,10321.92,389,3.59
22768,FAMILY PHOTO FRAME CORNICE,1114,10310.19,320,9.26
21907,I'M ON HOLIDAY METAL SIGN,4990,10306.150000000001,694,2.07
22729,ALARM CLOCK BAKELIKE ORANGE,2797,10300.44,500,3.68
22488,NATURAL SLATE RECTANGLE CHALKBOARD,6453,10285.61,653,1.59
22508,DOORSTOP RETROSPOT HEART,2695,10283.5,577,3.82
21121,SET/10 RED POLKADOT PARTY CANDLES,8541,10238.49,438,1.2
22468,BABUSHKA LIGHTS STRING OF 10,1630,10229.64,335,6.28
22274,FELTCRAFT DOLL EMILY,3675,10227.310000000001,578,2.78
22663,JUMBO BAG DOLLY GIRL DESIGN,5367,10206.78,526,1.9
21210,SET OF 72 RETROSPOT PAPER  DOILIES,7259,10177.119999999999,482,1.4
23170,REGENCY TEA PLATE ROSES ,6563,10170.99,328,1.55
21524,DOOR MAT SPOTTY HOME SWEET HOME,1733,10121.69,256,5.84
22367,CHILDRENS APRON SPACEBOY DESIGN,5455,10120.289999999999,714,1.86
22302,COFFEE MUG PEARS  DESIGN,4808,10043.41,352,2.09
21624,VINTAGE UNION JACK DOORSTOP,1710,9987.98,350,5.84
22791,T-LIGHT GLASS FLUTED ANTIQUE,8698,9985.630000000001,332,1.15
20828,GLITTER BUTTERFLY CLIPS,4220,9951.0,499,2.36
23208,LUNCH BAG VINTAGE LEAF DESIGN,6191,9950.35,597,1.61
23300,GARDENERS KNEELING PAD CUP OF TEA ,6285,9933.69,635,1.58
21429,RED GINGHAM ROSE JEWELLERY BOX,5930,9907.5,764,1.67
21670,BLUE SPOT CERAMIC DRAWER KNOB,8061,9894.93,580,1.23
22418,10 COLOUR SPACEBOY PEN,11892,9878.1,472,0.83
48111,DOOR MAT 3 SMILEY CATS,1773,9861.69,246,5.56
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2523,9827.25,211,3.9
21833,CAMOUFLAGE LED TORCH,5931,9797.310000000001,337,1.65
21982,PACK OF 12 SUKI TISSUES ,31340,9774.279999999999,521,0.31
22620,4 TRADITIONAL SPINNING TOPS,7559,9763.68,654,1.29
22834,HAND WARMER BABUSHKA DESIGN,6378,9747.83,479,1.53
23343,JUMBO BAG VINTAGE CHRISTMAS ,4905,9742.1,385,1.99
22900, SET 2 TEA TOWELS I LOVE LONDON ,3511,9726.85,331,2.77
48194,DOOR MAT HEARTS,1654,9715.06,281,5.87
23076,ICE CREAM SUNDAE LIP GLOSS,7896,9638.16,248,1.22
21922,UNION STRIPE WITH FRINGE  HAMMOCK,1280,9624.04,330,7.52
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2492,9603.68,229,3.85
22970,LONDON BUS COFFEE MUG,4213,9582.15,276,2.27
21257,VICTORIAN SEWING BOX MEDIUM,1267,9550.49,360,7.54
21086,SET/6 RED SPOTTY PAPER CUPS,15834,9513.300000000001,621,0.6
16014,SMALL CHINESE STYLE SCISSOR,29354,9512.68,92,0.32
22966,GINGERBREAD MAN COOKIE CUTTER,7946,9497.91,610,1.2
22795,SWEETHEART RECIPE BOOK STAND,1465,9465.55,402,6.46
22968,ROSE COTTAGE KEEPSAKE BOX ,1036,9409.199999999999,243,9.08
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2061,9376.67,283,4.55
21974,SET OF 36 PAISLEY FLOWER DOILIES,6652,9374.96,557,1.41
20829,GLITTER HANGING BUTTERFLY STRING,4700,9350.390000000001,404,1.99
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3296,9347.16,411,2.84
48184,DOOR MAT ENGLISH ROSE ,1445,9343.43,291,6.47
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2201,9326.33,437,4.24
22064,PINK DOUGHNUT TRINKET POT ,6214,9302.1,479,1.5
22656,VINTAGE BLUE KITCHEN CABINET,45,9290.0,37,206.44
85099B,RED RETROSPOT JUMBO BAG ,5333,9289.35,183,1.74
22120,WELCOME  WOODEN BLOCK LETTERS,967,9289.2,316,9.61
22740,POLKADOT PEN,11303,9276.83,180,0.82
23240,SET OF 4 KNICK KNACK TINS DOILY ,2286,9237.3,312,4.04
22668,PINK BABY BUNTING,3290,9236.86,381,2.81
84880,WHITE WIRE EGG HOLDER,1668,9227.800000000001,327,5.53
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2558,9227.380000000001,253,3.61
22840,ROUND CAKE TIN VINTAGE RED,1233,9211.630000000001,367,7.47
23171,REGENCY TEA PLATE GREEN ,5966,9184.9,270,1.54
22978,PANTRY ROLLING PIN,2406,9180.53,197,3.82
21756,BATH BUILDING BLOCK WORD,1543,9164.78,519,5.94
22694,WICKER STAR ,4428,9115.800000000001,720,2.06
22904,CALENDAR PAPER CUT DESIGN,3195,9110.29,398,2.85
85014A,BLACK/BLUE POLKADOT UMBRELLA,1622,9085.49,357,5.6
82552,WASHROOM METAL SIGN,6746,9080.01,654,1.35
22380,TOY TIDY SPACEBOY  ,4654,9044.0,549,1.94
22767,TRIPLE PHOTO FRAME CORNICE ,977,9035.63,279,9.25
22300,COFFEE MUG DOG + BALL DESIGN,3923,9021.390000000001,411,2.3
22198,LARGE POPCORN HOLDER ,5700,9006.2,411,1.58
23175,REGENCY MILK JUG PINK ,3062,8995.0,272,2.94
22179,SET 10 LIGHTS NIGHT OWL,1400,8990.8,300,6.42
21745,GAOLERS KEYS DECORATIVE GARDEN ,2670,8980.54,460,3.36
21735,TWO DOOR CURIO CABINET,765,8960.1,202,11.71
22992,REVOLVER WOODEN RULER ,4914,8944.439999999999,285,1.82
22942,CHRISTMAS LIGHTS 10 SANTAS ,1181,8912.95,217,7.55
22429,ENAMEL MEASURING JUG CREAM,2149,8867.29,526,4.13
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1866,8864.300000000001,301,4.75
47570B,TEA TIME TABLE CLOTH,928,8852.880000000001,188,9.54
22131,FOOD CONTAINER SET 3 LOVE HEART ,4965,8846.17,496,1.78
22089,PAPER BUNTING VINTAGE PAISLEY,3196,8842.150000000001,421,2.77
82001S,VINYL RECORD FRAME SILVER,2550,8831.2,177,3.46
21892,TRADITIONAL WOODEN CATCH CUP GAME ,7273,8814.42,601,1.21
22549,PICTURE DOMINOES,6222,8813.74,540,1.42
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2403,8796.77,504,3.66
22144,CHRISTMAS CRAFT LITTLE FRIENDS,4289,8790.7,535,2.05
22741,FUNKY DIVA PEN,10297,8672.109999999999,196,0.84
21035,SET/2 RED RETROSPOT TEA TOWELS ,3001,8670.71,292,2.89
21558,SKULL LUNCH BOX WITH CUTLERY ,3630,8643.6,490,2.38
21781,MA CAMPAGNE CUTLERY BOX,595,8609.25,314,14.47
22381,TOY TIDY PINK POLKADOT,4378,8587.48,381,1.96
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2362,8574.54,243,3.63
23582,VINTAGE DOILY JUMBO BAG RED ,4434,8508.220000000001,234,1.92
23581,JUMBO BAG PAISLEY PARK,4358,8498.04,302,1.95
22333,RETROSPOT PARTY BAG + STICKER SET,5526,8497.18,348,1.54
20724,RED SPOTTY CHARLOTTE BAG,10648,8468.4,587,0.8
22947,WOODEN ADVENT CALENDAR RED,773,8459.95,162,10.94
21985,PACK OF 12 HEARTS DESIGN TISSUES ,24766,8441.64,734,0.34
79000,MOROCCAN TEA GLASS,11309,8407.609999999999,333,0.74
22381,TOY TIDY PINK RETROSPOT  ,4279,8393.1,410,1.96
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2266,8367.84,419,3.69
23318,BOX OF 6 MINI VINTAGE CRACKERS,3645,8345.43,329,2.29
22121,NOEL WOODEN BLOCK LETTERS ,1411,8343.19,386,5.91
21385,IVORY HANGING DECORATION  HEART,10146,8324.58,505,0.82
79323LP,LIGHT PINK CHERRY LIGHTS,1420,8311.0,159,5.85
22989,SET 2 PANTRY DESIGN TEA TOWELS,2693,8310.17,311,3.09
21539,RED RETROSPOT BUTTER DISH,1745,8297.550000000001,438,4.76
51008,AFGHAN SLIPPER SOCK PAIR,2567,8251.15,72,3.21
35961,FOLKART ZINC HEART CHRISTMAS DEC,10651,8229.67,397,0.77
84839,SWEETHEART KEY CABINET,1478,8201.7,351,5.55
84030E,ENGLISH ROSE HOT WATER BOTTLE,2018,8191.91,408,4.06
23319,BOX OF 6 MINI 50'S CRACKERS,3520,8169.4800000000005,365,2.32
21135,VICTORIAN  METAL POSTCARD SPRING,5773,8155.09,380,1.41
23322,LARGE WHITE HEART OF WICKER,2892,8137.500000000001,511,2.81
22844,VINTAGE CREAM DOG FOOD CONTAINER,990,8122.35,357,8.2
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2260,8110.68,263,3.59
21787,RAIN PONCHO RETROSPOT,10256,8096.48,232,0.79
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2752,8091.740000000001,354,2.94
23078,ICE CREAM PEN LIP GLOSS ,6607,8077.31,213,1.22
22812,PACK 3 BOXES CHRISTMAS PANNETONE,4286,8066.599999999999,339,1.88
20974,12 PENCILS SMALL TUBE SKULL,12699,8049.150000000001,684,0.63
21777,RECIPE BOX WITH METAL HEART,1057,8046.150000000001,312,7.61
22357,KINGS CHOICE BISCUIT TIN,1873,8044.09,316,4.29
21933,PINK VINTAGE PAISLEY PICNIC BAG,3782,8034.86,469,2.12
22215,CAKE STAND WHITE TWO TIER LACE,1029,8007.3,319,7.78
23256,CHILDRENS CUTLERY SPACEBOY ,1980,7966.08,316,4.02
22751,FELTCRAFT PRINCESS OLIVIA DOLL,2195,7965.29,414,3.63
21769,VINTAGE POST OFFICE CABINET,123,7954.87,48,64.67
23080,RED METAL BOX TOP SECRET,998,7920.78,221,7.94
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6547,7917.11,382,1.21
21488,RED WHITE SCARF  HOT WATER BOTTLE,2157,7914.150000000001,301,3.67
21935,SUKI  SHOULDER BAG,5021,7898.07,452,1.57
37370,RETRO COFFEE MUGS ASSORTED,6948,7897.5,344,1.14
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2188,7889.360000000001,227,3.61
20750,RED/WHITE DOT MINI CASES,1109,7859.75,250,7.09
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,4893,7845.81,376,1.6
48188,DOOR MAT WELCOME PUPPIES,1414,7835.1,229,5.54
21121,SET/10 RED SPOTTY PARTY CANDLES,6495,7826.91,350,1.21
21122,SET/10 PINK POLKADOT PARTY CANDLES,6464,7807.610000000001,376,1.21
21716,BOYS VINTAGE TIN SEASIDE BUCKET,3336,7744.58,306,2.32
22078,RIBBON REEL LACE DESIGN ,3801,7739.6,385,2.04
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,5017,7729.05,274,1.54
20718,RED SPOTTY SHOPPER BAG,6659,7711.95,397,1.16
22079,RIBBON REEL HEARTS DESIGN ,4736,7670.64,542,1.62
21533,RETROSPOT LARGE MILK JUG,1595,7592.85,393,4.76
21658,GLASS  BEURRE DISH,2007,7590.450000000001,345,3.78
23439,HAND WARMER RED LOVE HEART,3721,7574.1,371,2.04
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3229,7566.87,317,2.34
21533,RETRO SPOT LARGE MILK JUG,1600,7561.6,452,4.73
21098,CHRISTMAS TOILET ROLL,6431,7534.29,412,1.17
21874,GIN AND TONIC MUG,6122,7509.76,455,1.23
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2063,7495.29,281,3.63
22796,PHOTO FRAME 3 CLASSIC HANGING,771,7484.4,293,9.71
21875,KINGS CHOICE MUG,6681,7450.17,326,1.12
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2628,7440.6,464,2.83
85049E,SCANDINAVIAN REDS RIBBONS,5933,7427.48,681,1.25
85067,CREAM SWEETHEART WALL CABINET,472,7417.259999999999,154,15.71
21523,DOOR MAT FANCY FONT HOME SWEET HOME,1117,7415.39,193,6.64
22212,FOUR HOOK  WHITE LOVEBIRDS,3709,7412.31,608,2.0
22329,ROUND CONTAINER SET OF 5 RETROSPOT,4755,7408.75,418,1.56
82551,LAUNDRY 15C METAL SIGN,5350,7401.59,550,1.38
22466,FAIRY TALE COTTAGE NIGHTLIGHT,4208,7389.599999999999,227,1.76
21155,RED RETROSPOT PEG BAG,3244,7382.05,431,2.28
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1835,7364.91,238,4.01
22195,LARGE HEART MEASURING SPOONS,4519,7357.47,515,1.63
21737,SET 3 WICKER LOG BASKETS,397,7320.15,163,18.44
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,902,7315.950000000001,280,8.11
21932,SCANDINAVIAN PAISLEY PICNIC BAG,3517,7260.76,494,2.06
21035,SET/2 RED SPOTTY TEA TOWELS ,2533,7225.150000000001,327,2.85
22748,POPPY'S PLAYHOUSE KITCHEN,3498,7192.01,616,2.06
21531,RED RETROSPOT SUGAR JAM BOWL,3026,7179.0,471,2.37
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2535,7172.81,507,2.83
85049A,TRADITIONAL CHRISTMAS RIBBONS,5802,7171.83,562,1.24
22689,DOORMAT MERRY CHRISTMAS RED ,1004,7171.64,211,7.14
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,767,7164.469999999999,230,9.34
21527,RETRO SPOT TRADITIONAL TEAPOT ,960,7149.0,221,7.45
21411,GINGHAM HEART  DOORSTOP RED,1943,7146.39,507,3.68
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1802,7132.7,172,3.96
21870,I CAN ONLY PLEASE ONE PERSON MUG,5925,7124.67,539,1.2
23238,SET OF 4 KNICK KNACK TINS LONDON ,1775,7116.65,233,4.01
21976,PACK OF 60 MUSHROOM CAKE CASES,14053,7073.63,713,0.5
22809,SET OF 6 T-LIGHTS SANTA,2452,7053.760000000001,327,2.88
22628,PICNIC BOXES SET OF 3 RETROSPOT ,1515,7051.25,250,4.65
21463,MIRRORED DISCO BALL ,1320,7051.150000000001,280,5.34
20685,DOORMAT RED SPOT,1035,7050.21,187,6.81
23007, SPACEBOY BABY GIFT SET,449,7048.549999999999,142,15.7
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3646,7035.59,352,1.93
22219,LOVEBIRD HANGING DECORATION WHITE ,8375,7009.55,726,0.84
84692,BOX OF 24 COCKTAIL PARASOLS,17299,6964.39,721,0.4
22371,AIRLINE BAG VINTAGE TOKYO 78,1522,6962.48,505,4.57
21497,FANCY FONTS BIRTHDAY WRAP,17450,6957.0,483,0.4
23215,JINGLE BELL HEART ANTIQUE SILVER,3544,6955.8,197,1.96
22784,LANTERN CREAM GAZEBO ,1474,6932.82,323,4.7
48173C,DOOR MAT BLACK FLOCK ,1220,6922.9,170,5.67
21114,LAVENDER SCENTED FABRIC HEART,5591,6920.43,460,1.24
23320,GIANT 50'S CHRISTMAS CRACKER,2628,6907.52,310,2.63
85064,CREAM SWEETHEART LETTER RACK,1538,6897.62,239,4.48
22489,PACK OF 12 TRADITIONAL CRAYONS,17090,6889.77,609,0.4
22283,6 EGG HOUSE PAINTED WOOD,923,6881.6900000000005,297,7.46
21984,PACK OF 12 PINK PAISLEY TISSUES ,25150,6880.0,350,0.27
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,12236,6875.0,5,0.56
22550,HOLIDAY FUN LUDO,1921,6869.0,346,3.58
21981,PACK OF 12 WOODLAND TISSUES ,25859,6855.19,386,0.27
22745,POPPY'S PLAYHOUSE BEDROOM ,3330,6820.150000000001,556,2.05
22991,GIRAFFE WOODEN RULER,3708,6816.84,234,1.84
22356,CHARLOTTE BAG PINK POLKADOT,8455,6812.09,600,0.81
21122,SET/10 PINK SPOTTY PARTY CANDLES,5636,6807.88,363,1.21
23321,SMALL WHITE HEART OF WICKER,4262,6798.1,582,1.6
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,1886,6762.54,226,3.59
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4471,6757.95,181,1.51
22563,HAPPY STENCIL CRAFT,5857,6756.4,481,1.15
21115,ROSE CARAVAN DOORSTOP,1161,6753.91,356,5.82
23493,VINTAGE DOILY TRAVEL SEWING KIT,3516,6736.2,349,1.92
22813,PACK 3 BOXES BIRD PANNETONE ,3613,6735.95,276,1.86
23083,SET 6 PAPER TABLE LANTERN STARS ,1859,6735.88,209,3.62
85065,CREAM SWEETHEART TRAYS,582,6734.5,232,11.57
22055,MINI CAKE STAND  HANGING STRAWBERY,4491,6731.23,476,1.5
22592,CARDHOLDER HOLLY WREATH METAL,1814,6730.6,251,3.71
22938,CUPCAKE LACE PAPER SET 6,3631,6722.629999999999,251,1.85
82580,BATHROOM METAL SIGN,12594,6683.860000000001,927,0.53
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4260,6677.0,140,1.57
22465,HANGING METAL STAR LANTERN,4325,6656.83,386,1.54
22085,PAPER CHAIN KIT SKULLS ,2482,6651.900000000001,192,2.68
20718,RED RETROSPOT SHOPPER BAG,5596,6647.31,469,1.19
10002,INFLATABLE POLITICAL GLOBE ,8479,6638.2699999999995,297,0.78
22626,BLACK KITCHEN SCALES,802,6619.43,305,8.25
22779,WOODEN OWLS LIGHT GARLAND ,1730,6610.1,191,3.82
22618,COOKING SET RETROSPOT,696,6609.839999999999,224,9.5
11001,ASSTD DESIGN RACING CAR PEN,4273,6608.8099999999995,178,1.55
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,1912,6607.6,86,3.46
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1426,6605.1,239,4.63
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1688,6599.06,166,3.91
21903,MAN FLU METAL SIGN,3342,6574.380000000001,346,1.97
22567,20 DOLLY PEGS RETROSPOT,5385,6568.75,431,1.22
22839,3 TIER CAKE TIN GREEN AND CREAM,476,6558.5599999999995,184,13.78
22588,CARD HOLDER GINGHAM HEART,2541,6539.27,398,2.57
20685,RED SPOTTY COIR DOORMAT,1097,6538.75,164,5.96
23008,DOLLY GIRL BABY GIFT SET,419,6534.049999999999,120,15.59
16156S,WRAP PINK FAIRY CAKES ,16586,6527.12,417,0.39
23254,CHILDRENS CUTLERY DOLLY GIRL ,1621,6525.55,268,4.03
22349,DOG BOWL CHASING BALL DESIGN,1688,6515.62,200,3.86
22907,PACK OF 20 NAPKINS PANTRY DESIGN,8141,6497.87,675,0.8
47599B,BLUE PARTY BAGS ,3441,6476.54,262,1.88
22358,KINGS CHOICE TEA CADDY ,2286,6468.580000000001,384,2.83
21033,JUMBO BAG CHARLIE AND LOLA TOYS,3411,6463.67,293,1.89
23293,SET OF 12 FAIRY CAKE BAKING CASES,8228,6457.0,465,0.78
22029,SPACEBOY BIRTHDAY CARD,16198,6440.06,808,0.4
22738,RIBBON REEL SNOWY VILLAGE,4012,6431.68,352,1.6
21361,LOVE LARGE WOOD LETTERS ,519,6422.85,250,12.38
23134,LARGE ZINC HEART WALL ORGANISER,1064,6414.48,37,6.03
21563,RED HEART SHAPE LOVE BUCKET ,2701,6408.870000000001,302,2.37
48129,DOOR MAT TOPIARY,1020,6407.06,188,6.28
84568,GIRLS ALPHABET IRON ON PATCHES ,33217,6399.57,72,0.19
37450,CERAMIC CAKE BOWL + HANGING CAKES,2337,6398.55,313,2.74
22493,PAINT YOUR OWN CANVAS SET,4025,6382.53,335,1.59
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,8034,6365.84,536,0.79
20717,STRAWBERRY SHOPPER BAG,5335,6353.53,500,1.19
22221,CAKE STAND LOVEBIRD 2 TIER PINK,884,6339.0,138,7.17
22528,GARDENERS KNEELING PAD,5363,6329.83,449,1.18
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4394,6308.0199999999995,433,1.44
47502,POLKADOT CUTLERY 24 PCS IN TRAY,617,6307.15,58,10.22
22783,SET 3 WICKER OVAL BASKETS W LIDS,481,6277.17,44,13.05
48116,DOOR MAT MULTICOLOUR STRIPE,1037,6270.6900000000005,192,6.05
22669,RED BABY BUNTING ,2165,6266.75,334,2.89
22332,SKULLS PARTY BAG + STICKER SET,4065,6264.049999999999,334,1.54
22141,CHRISTMAS CRAFT TREE TOP ANGEL,3060,6249.280000000001,434,2.04
22360,GLASS JAR ENGLISH CONFECTIONERY,2284,6248.8,302,2.74
23553,LANDMARK FRAME CAMDEN TOWN ,557,6244.85,62,11.21
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4563,6241.69,551,1.37
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,711,6230.049999999999,244,8.76
22798,ANTIQUE GLASS DRESSING TABLE POT,2172,6228.360000000001,258,2.87
21876,POTTERING MUG,5303,6222.47,403,1.17
22826,LOVE SEAT ANTIQUE WHITE METAL,58,6210.0,41,107.07
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1712,6155.04,163,3.6
23229,VINTAGE DONKEY TAIL GAME ,1750,6146.89,215,3.51
22780,LIGHT GARLAND BUTTERFILES PINK,1617,6142.09,177,3.8
22526,WHEELBARROW FOR CHILDREN ,518,6133.62,187,11.84
21124,SET/10 BLUE POLKADOT PARTY CANDLES,5080,6131.12,293,1.21
85175,CACTI T-LIGHT CANDLES,15302,6128.12,409,0.4
37500,TEA TIME TEAPOT IN GIFT BOX,823,6126.7699999999995,216,7.44
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12969,6124.849999999999,726,0.47
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,707,6124.13,186,8.66
23480,MINI LIGHTS WOODLAND MUSHROOMS,1717,6118.59,173,3.56
20975,12 PENCILS SMALL TUBE RED RETROSPOT,9493,6111.650000000001,459,0.64
22432,WATERING CAN PINK BUNNY,3340,6110.9,424,1.83
85068,CREAM SWEETHEART SHELF + HOOKS,922,6097.56,173,6.61
23541,WALL ART CLASSIC PUDDINGS ,821,6093.49,118,7.42
22810,SET OF 6 T-LIGHTS SNOWMEN,2079,6088.130000000001,280,2.93
23103,JINGLE BELL HEART DECORATION,3679,6055.95,307,1.65
85047,WHITE BEADED GARLAND STRING 20LIGHT,994,6043.099999999999,201,6.08
47591D,PINK FAIRY CAKE CHILD'S APRON,3325,6032.3099999999995,352,1.81
22582,PACK OF 6 SWEETIE GIFT BOXES,2459,6025.360000000001,252,2.45
22945,CHRISTMAS METAL TAGS ASSORTED ,7369,6025.21,278,0.82
22224,WHITE LOVEBIRD LANTERN,2105,6016.950000000001,304,2.86
22644,CERAMIC CHERRY CAKE MONEY BANK,4583,6016.429999999999,465,1.31
22174,PHOTO CUBE,3928,6011.24,303,1.53
22431,WATERING CAN BLUE ELEPHANT,3179,6004.75,498,1.89
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2629,5980.35,183,2.27
21586,KINGS CHOICE GIANT TUBE MATCHES,2567,5977.950000000001,236,2.33
47559B,TEA TIME OVEN GLOVE,4970,5977.87,609,1.2
22504,CABIN BAG VINTAGE RETROSPOT,269,5976.95,76,22.22
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,11661,5974.389999999999,504,0.51
21989,PACK OF 20 SKULL PAPER NAPKINS,8073,5973.09,468,0.74
21980,PACK OF 12 RED SPOTTY TISSUES ,22641,5922.509999999999,224,0.26
21124,SET/10 BLUE SPOTTY PARTY CANDLES,4883,5921.35,306,1.21
22430,ENAMEL WATERING CAN CREAM,1288,5916.4400000000005,303,4.59
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,38,5910.0,29,155.53
21107,CREAM SLICE FLANNEL PINK SPOT ,2157,5873.55,228,2.72
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,6080,5853.92,402,0.96
22900,SET 2 TEA TOWELS I LOVE LONDON ,1947,5839.75,176,3.0
22187,GREEN CHRISTMAS TREE CARD HOLDER,1982,5838.0199999999995,290,2.95
22491,PACK OF 12 COLOURED PENCILS,7322,5831.36,360,0.8
20676,RED RETROSPOT BOWL,5020,5827.1900000000005,375,1.16
21746,SMALL RED RETROSPOT WINDMILL,4896,5819.32,329,1.19
84884A,ANT WHITE WIRE HEART SPIRAL,1654,5817.66,269,3.52
22354,RETROSPOT PADDED SEAT CUSHION,1613,5807.77,185,3.6
23172,REGENCY TEA PLATE PINK,3688,5793.28,224,1.57
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3648,5792.07,278,1.59
22979,PANTRY WASHING UP BRUSH,3913,5785.71,304,1.48
22435,SET OF 9 HEART SHAPED BALLOONS,4716,5783.04,445,1.23
85178,VICTORIAN SEWING KIT,5294,5777.54,254,1.09
20973,12 PENCIL SMALL TUBE WOODLAND,9091,5776.55,514,0.64
23247,BISCUIT TIN 50'S CHRISTMAS,2048,5760.52,271,2.81
20754,RETRO RED SPOTTY WASHING UP GLOVES,3011,5747.46,338,1.91
22142,CHRISTMAS CRAFT WHITE FAIRY ,4090,5741.94,429,1.4
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2788,5741.6,405,2.06
22377,BOTTLE BAG RETROSPOT ,3212,5741.29,288,1.79
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2140,5725.34,234,2.68
21498,RED RETROSPOT WRAP ,14022,5724.24,438,0.41
22185,SLATE TILE NATURAL HANGING,3738,5723.6,375,1.53
23485,BOTANICAL GARDENS WALL CLOCK ,259,5719.0,80,22.08
22414,DOORMAT NEIGHBOURHOOD WITCH ,1043,5709.31,127,5.47
22498,WOODEN REGATTA BUNTING,991,5704.45,294,5.76
